fecha,activo,modelo,particion,senal,retorno_futuro,precio_cierre
2026-04-22,PEP,SVM,prueba,1,0.0123430930620362,152.1887969970703
2026-04-23,PEP,SVM,prueba,1,-0.0016712783834406,154.07891845703125
2026-04-24,PEP,SVM,prueba,1,-0.0086579713084912,153.82162475585938
2026-04-27,PEP,SVM,prueba,1,0.0141113612252585,152.49559020996094
2026-04-28,PEP,SVM,prueba,1,-0.0064188534350556,154.6627655029297
2026-04-29,PEP,SVM,prueba,1,0.0203971889997985,153.67318725585938
2026-04-30,PEP,SVM,prueba,1,-0.0068376371488857,156.83987426757812
2026-05-01,PEP,SVM,prueba,1,-0.0180774805994384,155.7711181640625
2026-05-04,PEP,SVM,prueba,0,0.0029066823116676,152.98046875
2026-05-05,PEP,SVM,prueba,1,0.0059164782103238,153.42578125
2026-05-06,PEP,SVM,prueba,0,0.0021136216615897,154.33621215820312
2026-05-07,PEP,SVM,prueba,1,-0.0107427004007388,154.6627655029297
2026-05-08,PEP,SVM,prueba,1,-0.0342762265558171,153.01016235351562
2026-05-11,PEP,SVM,prueba,1,0.0161989909443991,147.8544158935547
2026-05-12,PEP,SVM,prueba,1,-0.0171364993698479,150.26901245117188
2026-05-13,PEP,SVM,prueba,0,-0.0040276412032126,147.7158660888672
2026-05-14,PEP,SVM,prueba,1,0.0030222506838099,147.1221160888672
2026-05-15,PEP,SVM,prueba,1,-0.00040241871667,147.5674285888672
2026-05-18,PEP,SVM,prueba,1,0.0087499825735678,147.508056640625
2026-05-19,PEP,SVM,prueba,1,-0.0072082044937788,148.80441284179688
2026-05-20,PEP,SVM,prueba,0,-0.0029515720371441,147.73565673828125
2026-05-21,PEP,SVM,prueba,1,0.0114889726204906,147.3002471923828
2026-05-22,PEP,SVM,prueba,1,-0.0330157158372267,149.00233459472656
2026-05-26,PEP,SVM,prueba,1,0.0140415835350783,144.16323852539062
2026-05-27,PEP,SVM,prueba,1,-0.0098630381378344,146.20179748535156
2026-05-28,PEP,SVM,prueba,1,-0.0144590036565153,144.7668914794922
2026-05-29,PEP,SVM,prueba,1,-0.0186909002043944,142.6887664794922
2026-06-01,PEP,SVM,prueba,1,0.0033860337761929,140.0465545654297
2026-06-02,PEP,SVM,prueba,1,0.0037954983233972,140.5215606689453
2026-06-03,PEP,SVM,prueba,1,-0.0027397232894554,141.05592346191406
2026-06-04,PEP,SVM,prueba,1,0.0088467969063126,140.6699981689453
2026-06-05,PEP,SVM,prueba,1,-0.0087757501164397,141.9199981689453
2026-06-08,PEP,SVM,prueba,0,0.0148172199819664,140.67999267578125
2026-06-09,PEP,SVM,prueba,1,0.0107281315393891,142.77999877929688
2026-06-10,PEP,SVM,prueba,1,-0.0040965972266281,144.32000732421875
2026-06-11,PEP,SVM,prueba,1,0.0037500637344843,143.72999572753906
2026-06-12,PEP,SVM,prueba,1,0.0136309125399446,144.27000427246094
2026-06-15,PEP,SVM,prueba,1,-0.0008893176013403,146.25
2026-06-16,PEP,SVM,prueba,1,-0.0314926370779272,146.1199951171875
2026-06-17,PEP,SVM,prueba,1,0.0030323914047648,141.58999633789062
2026-06-18,PEP,SVM,prueba,1,-0.0092668403230849,142.02000427246094
2026-06-22,PEP,SVM,prueba,1,0.009478047269506,140.7100067138672
2026-06-23,PEP,SVM,prueba,1,0.0015475609098435,142.0500030517578
2026-06-24,PEP,SVM,prueba,1,-0.0195186999104888,142.27000427246094
2026-06-25,PEP,SVM,prueba,0,0.0133140345037158,139.52000427246094
2026-06-26,PEP,SVM,prueba,1,-0.0193529572839404,141.38999938964844
2026-06-29,PEP,SVM,prueba,0,-0.0239357526025041,138.67999267578125
2026-06-30,PEP,SVM,prueba,1,0.0416607093495269,135.39999389648438
2026-07-01,PEP,SVM,prueba,0,0.0214458952027499,141.16000366210938
2026-07-02,PEP,SVM,prueba,0,-0.006469418079376,144.22000122070312
2026-07-06,PEP,SVM,prueba,1,0.0117252705300077,143.2899932861328
2026-07-07,PEP,SVM,prueba,0,-0.0171836382641134,144.97999572753906
2026-07-08,PEP,SVM,prueba,1,-0.0331734522544706,142.50999450683594
2026-07-09,PEP,SVM,prueba,1,-0.0034878375567172,137.86000061035156
2026-07-10,PEP,SVM,prueba,1,0.0080473161912063,137.3800048828125
2026-07-13,PEP,SVM,prueba,1,-0.0221956145187316,138.49000549316406
2026-07-14,PEP,SVM,prueba,1,-0.0003692306000819,135.4499969482422
2026-07-15,PEP,SVM,prueba,1,0.0293293152766988,135.39999389648438
2026-07-16,PEP,SVM,prueba,1,-0.016706211437516,139.42999267578125
2026-07-17,PEP,SVM,prueba,0,-0.0121799758894699,137.1199951171875
2026-07-20,PEP,SVM,prueba,0,-0.0034016649117935,135.4600067138672
2026-07-21,PEP,SVM,prueba,0,0.0048032156719241,135.0
2026-07-22,PEP,SVM,prueba,1,-0.005173677260329,135.64999389648438
2026-07-23,PEP,SVM,prueba,1,0.0124454087233767,134.9499969482422
2026-07-24,PEP,SVM,prueba,1,0.0227915228813984,136.63999938964844
2026-07-27,PEP,SVM,prueba,1,0.0217238855444024,139.7899932861328
2026-07-28,PEP,SVM,prueba,0,0.0044699012004739,142.86000061035156
2026-07-29,PEP,SVM,prueba,0,-0.0232650823663603,143.5
2026-07-30,PEP,SVM,prueba,1,-0.0045753540083381,140.1999969482422
2026-07-31,PEP,SVM,prueba,1,0.0005015030987773,139.55999755859375
2026-08-03,PEP,SVM,prueba,1,-0.0038029591157414,139.6300048828125
2026-08-04,PEP,SVM,prueba,1,-0.0001798087899088,139.10000610351562
2023-03-09,PEP,MLP,validacion,1,0.0013379577332856,153.65313720703125
2023-03-10,PEP,MLP,validacion,0,0.0097181838644942,153.85885620117188
2023-03-13,PEP,MLP,validacion,0,-0.0010367035213806,155.3613739013672
2023-03-14,PEP,MLP,validacion,0,0.0177068404341365,155.2003936767578
2023-03-15,PEP,MLP,validacion,0,-0.0006796529529022,157.9729766845703
2023-03-16,PEP,MLP,validacion,1,-0.007848904583416,157.8656463623047
2023-03-17,PEP,MLP,validacion,1,0.0139487351717563,156.6314239501953
2023-03-20,PEP,MLP,validacion,1,0.0023621387671954,158.83154296875
2023-03-21,PEP,MLP,validacion,1,-0.0084619693555359,159.20716857910156
2023-03-22,PEP,MLP,validacion,1,-0.0048841844812679,157.8656463623047
2023-03-23,PEP,MLP,validacion,0,0.0193951218081821,157.0964813232422
2023-03-24,PEP,MLP,validacion,1,0.0022310772899252,160.17312622070312
2023-03-27,PEP,MLP,validacion,1,-0.0003345441059723,160.5308837890625
2023-03-28,PEP,MLP,validacion,0,0.0068870193287193,160.47718811035156
2023-03-29,PEP,MLP,validacion,0,0.0008851844329827,161.58621215820312
2023-03-30,PEP,MLP,validacion,0,0.0080965102332764,161.72930908203125
2023-03-31,PEP,MLP,validacion,0,0.0010963308812503,163.0440673828125
2023-04-03,PEP,MLP,validacion,0,-0.0035679244527486,163.22291564941406
2023-04-04,PEP,MLP,validacion,1,0.009795119793278,162.64158630371094
2023-04-05,PEP,MLP,validacion,0,0.0039130693540292,164.2425079345703
2023-04-06,PEP,MLP,validacion,0,-0.0063119389900412,164.88645935058594
2023-04-10,PEP,MLP,validacion,0,-0.001529478732593,163.84898376464844
2023-04-11,PEP,MLP,validacion,0,-0.0019703034388909,163.59857177734375
2023-04-12,PEP,MLP,validacion,0,0.009920173554316,163.27655029296875
2023-04-13,PEP,MLP,validacion,0,-0.0047297940405251,164.9043426513672
2023-04-14,PEP,MLP,validacion,1,0.0051094698090147,164.126220703125
2023-04-17,PEP,MLP,validacion,1,0.0020580448139058,164.9669647216797
2023-04-18,PEP,MLP,validacion,1,-0.0005953654009301,165.30682373046875
2023-04-19,PEP,MLP,validacion,0,0.0032968287885182,165.20843505859375
2023-04-20,PEP,MLP,validacion,1,0.0004315613813015,165.75399780273438
2023-04-21,PEP,MLP,validacion,1,0.0004851805677051,165.82554626464844
2023-04-24,PEP,MLP,validacion,1,0.0224419669268234,165.90602111816406
2023-04-25,PEP,MLP,validacion,1,-0.0061865045545202,169.67137145996094
2023-04-26,PEP,MLP,validacion,1,0.0060810094227348,168.62493896484375
2023-04-27,PEP,MLP,validacion,1,0.006306248089001,169.65347290039062
2023-04-28,PEP,MLP,validacion,1,0.0041298149291623,170.7267303466797
2023-05-01,PEP,MLP,validacion,1,0.0029692280030951,171.43325805664062
2023-05-02,PEP,MLP,validacion,1,-0.0003640024276841,171.9430389404297
2023-05-03,PEP,MLP,validacion,1,0.0062247942087126,171.88046264648438
2023-05-04,PEP,MLP,validacion,1,0.0045915954205134,172.95372009277344
2023-05-05,PEP,MLP,validacion,1,-0.0047468829387531,173.7496795654297
2023-05-08,PEP,MLP,validacion,0,0.0040775543652066,172.92686462402344
2023-05-09,PEP,MLP,validacion,0,0.0006693285735464,173.6334228515625
2023-05-10,PEP,MLP,validacion,1,0.0054928148760807,173.7496795654297
2023-05-11,PEP,MLP,validacion,0,0.0039849481392242,174.70668029785156
2023-05-12,PEP,MLP,validacion,0,-0.009477763015305,175.40426635742188
2023-05-15,PEP,MLP,validacion,0,-0.0043333068753124,173.7496795654297
2023-05-16,PEP,MLP,validacion,1,-0.0071078141164445,172.99839782714844
2023-05-17,PEP,MLP,validacion,1,-0.0026066776480992,171.7731170654297
2023-05-18,PEP,MLP,validacion,1,0.0014607223608875,171.32594299316406
2023-05-19,PEP,MLP,validacion,1,-0.0274801880645022,171.57638549804688
2023-05-22,PEP,MLP,validacion,1,-0.0030587046581492,166.92562866210938
2023-05-23,PEP,MLP,validacion,1,-0.0063619838677313,166.41583251953125
2023-05-24,PEP,MLP,validacion,1,-0.0059127702463497,165.36045837402344
2023-05-25,PEP,MLP,validacion,1,-0.0011974855259592,164.38560485839844
2023-05-26,PEP,MLP,validacion,1,-0.0107892191952914,164.18887329101562
2023-05-30,PEP,MLP,validacion,1,0.0040665695253599,162.4269256591797
2023-05-31,PEP,MLP,validacion,0,0.0060834287019477,163.0887908935547
2023-06-01,PEP,MLP,validacion,1,0.0102116865934488,164.08395385742188
2023-06-02,PEP,MLP,validacion,1,0.0007059506909861,165.7681121826172
2023-06-05,PEP,MLP,validacion,0,-0.0143814174155302,165.8851776123047
2023-06-06,PEP,MLP,validacion,1,-0.0080183639666497,163.51658630371094
2023-06-07,PEP,MLP,validacion,1,0.0109879459854985,162.210693359375
2023-06-08,PEP,MLP,validacion,0,0.0013720460618594,164.0028839111328
2023-06-09,PEP,MLP,validacion,0,-0.00247098404737,164.22805786132812
2023-06-12,PEP,MLP,validacion,0,-0.0019810434998747,163.82275390625
2023-06-13,PEP,MLP,validacion,0,0.0089386191467855,163.49853515625
2023-06-14,PEP,MLP,validacion,1,0.0137717728038495,164.96653747558594
2023-06-15,PEP,MLP,validacion,0,0.0017752414331229,167.25413513183594
2023-06-16,PEP,MLP,validacion,1,-0.0039314408599758,167.5513153076172
2023-06-20,PEP,MLP,validacion,0,0.0006473755446032,166.89389038085938
2023-06-21,PEP,MLP,validacion,1,0.0103011431425436,167.00196838378906
2023-06-22,PEP,MLP,validacion,0,-0.00685562490717,168.73117065429688
2023-06-23,PEP,MLP,validacion,0,-0.0063620600864406,167.578369140625
2023-06-26,PEP,MLP,validacion,0,0.00716766017439,166.51560974121094
2023-06-27,PEP,MLP,validacion,1,-0.0136246847816302,167.7134246826172
2023-06-28,PEP,MLP,validacion,0,0.0009794575141935,165.44387817382812
2023-06-29,PEP,MLP,validacion,0,0.0072609494295706,165.6060028076172
2023-06-30,PEP,MLP,validacion,1,0.0020496265169045,166.81283569335938
2023-07-03,PEP,MLP,validacion,0,0.0052662286934248,167.15509033203125
2023-07-05,PEP,MLP,validacion,0,0.0001071450494383,168.03768920898438
2023-07-06,PEP,MLP,validacion,1,-0.0190440655061563,168.05569458007812
2023-07-07,PEP,MLP,validacion,1,0.0066416396010154,164.88551330566406
2023-07-10,PEP,MLP,validacion,1,-0.0017378665883881,165.98426818847656
2023-07-11,PEP,MLP,validacion,0,-0.0044124971732951,165.69606018066406
2023-07-12,PEP,MLP,validacion,1,0.0235244765303442,164.96653747558594
2023-07-13,PEP,MLP,validacion,1,0.0036192878902899,168.89329528808594
2023-07-14,PEP,MLP,validacion,1,-0.013802695440017,169.50567626953125
2023-07-17,PEP,MLP,validacion,0,-0.0063770957881574,167.18211364746094
2023-07-18,PEP,MLP,validacion,0,0.0097650598091003,166.11936950683594
2023-07-19,PEP,MLP,validacion,1,0.0161893304860012,167.74948120117188
2023-07-20,PEP,MLP,validacion,0,0.0045328718745194,170.48733520507812
2023-07-21,PEP,MLP,validacion,0,0.003988713344539,171.2618865966797
2023-07-24,PEP,MLP,validacion,0,0.0023018782709182,171.9463653564453
2023-07-25,PEP,MLP,validacion,1,0.0012535251224231,172.34262084960938
2023-07-26,PEP,MLP,validacion,1,-0.016152836105208,172.5587921142578
2023-07-27,PEP,MLP,validacion,1,0.0093973554610351,169.7938690185547
2023-07-28,PEP,MLP,validacion,0,-0.0150888635829286,171.39700317382812
2023-07-31,PEP,MLP,validacion,0,-0.003419926278837,168.83023071289062
2023-08-01,PEP,MLP,validacion,1,0.0079438358830825,168.2538299560547
2023-08-02,PEP,MLP,validacion,1,-0.00633938243394,169.59573364257812
2023-08-03,PEP,MLP,validacion,1,-0.0135587974015919,168.5240020751953
2023-08-04,PEP,MLP,validacion,0,0.0123289104817613,166.2544403076172
2023-08-07,PEP,MLP,validacion,1,-0.0131959623336336,168.31686401367188
2023-08-08,PEP,MLP,validacion,0,-0.0024971886164052,166.1103515625
2023-08-09,PEP,MLP,validacion,1,-0.0012508905874571,165.69606018066406
2023-08-10,PEP,MLP,validacion,0,0.0015769246793683,165.48892211914062
2023-08-11,PEP,MLP,validacion,0,-0.002284658604101,165.75009155273438
2023-08-14,PEP,MLP,validacion,1,-0.0124394193134979,165.37184143066406
2023-08-15,PEP,MLP,validacion,1,-0.0007724519273435,163.32745361328125
2023-08-16,PEP,MLP,validacion,0,-0.0153480767391882,163.2013397216797
2023-08-17,PEP,MLP,validacion,0,-0.0015143440359248,160.71563720703125
2023-08-18,PEP,MLP,validacion,0,-0.0063619039619021,160.47244262695312
2023-08-21,PEP,MLP,validacion,1,-0.0076541742421149,159.45477294921875
2023-08-22,PEP,MLP,validacion,1,0.0136793196337599,158.2389373779297
2023-08-23,PEP,MLP,validacion,1,-0.0052911584201781,160.4184112548828
2023-08-24,PEP,MLP,validacion,0,0.012563205048098,159.5718536376953
2023-08-25,PEP,MLP,validacion,1,0.0046153392524565,161.5892333984375
2023-08-28,PEP,MLP,validacion,1,0.0037652845393845,162.3367462158203
2023-08-29,PEP,MLP,validacion,1,0.0008289447445192,162.9491424560547
2023-08-30,PEP,MLP,validacion,1,-0.010594485711836,163.0842742919922
2023-08-31,PEP,MLP,validacion,1,-0.0147211847011192,161.3656005859375
2023-09-01,PEP,MLP,validacion,0,-0.0066385181987709,159.00750732421875
2023-09-05,PEP,MLP,validacion,1,0.0032675270064019,157.95542907714844
2023-09-06,PEP,MLP,validacion,0,0.0095120377168572,158.47239685058594
2023-09-07,PEP,MLP,validacion,1,-0.0007371403411572,159.9869842529297
2023-09-08,PEP,MLP,validacion,1,0.0149778745210866,159.8690948486328
2023-09-11,PEP,MLP,validacion,1,-0.0036953891472141,162.2816162109375
2023-09-12,PEP,MLP,validacion,0,0.0078781471036158,161.6830291748047
2023-09-13,PEP,MLP,validacion,0,0.0085895169793403,162.96182250976562
2023-09-14,PEP,MLP,validacion,0,-0.0076994525935441,164.36761474609375
2023-09-15,PEP,MLP,validacion,0,-0.0025610499412971,163.10693359375
2023-09-18,PEP,MLP,validacion,1,-0.005926624888046,162.6897430419922
2023-09-19,PEP,MLP,validacion,0,0.0003362006005926,161.7283935546875
2023-09-20,PEP,MLP,validacion,0,-0.0169609843825637,161.78277587890625
2023-09-21,PEP,MLP,validacion,0,-0.0006275782250947,159.06192016601562
2023-09-22,PEP,MLP,validacion,0,-0.0053773986975843,158.96212768554688
2023-09-25,PEP,MLP,validacion,0,-0.0104369559212215,158.109619140625
2023-09-26,PEP,MLP,validacion,1,-0.0172471666667039,156.468017578125
2023-09-27,PEP,MLP,validacion,1,-0.0004132237614825,153.7925262451172
2023-09-28,PEP,MLP,validacion,0,-0.0003538171034809,153.72898864746094
2023-09-29,PEP,MLP,validacion,0,-0.0015949213939727,153.6746063232422
2023-10-02,PEP,MLP,validacion,0,-0.0087272339726134,153.42970275878906
2023-10-03,PEP,MLP,validacion,0,0.0071891307373117,152.0965118408203
2023-10-04,PEP,MLP,validacion,1,-0.0535669891317122,153.1938934326172
2023-10-05,PEP,MLP,validacion,1,0.0011856061945135,145.20367431640625
2023-10-06,PEP,MLP,validacion,1,0.0066533308966397,145.3759307861328
2023-10-09,PEP,MLP,validacion,0,0.0186643537585806,146.3463897705078
2023-10-10,PEP,MLP,validacion,0,-0.010886181047698,149.10350036621094
2023-10-11,PEP,MLP,validacion,1,-0.0283148877084272,147.4891357421875
2023-10-12,PEP,MLP,validacion,1,0.0120725344058256,143.37156677246094
2023-10-13,PEP,MLP,validacion,1,0.0067272883711247,145.1129150390625
2023-10-16,PEP,MLP,validacion,1,-0.0044172642657194,146.09242248535156
2023-10-17,PEP,MLP,validacion,0,0.0102978043688188,145.44851684570312
2023-10-18,PEP,MLP,validacion,1,-0.009113878445019,146.9540557861328
2023-10-19,PEP,MLP,validacion,1,-0.0034939500292053,145.62081909179688
2023-10-20,PEP,MLP,validacion,1,0.0004999738343254,145.1129150390625
2023-10-23,PEP,MLP,validacion,1,0.0130948262802918,145.18548583984375
2023-10-24,PEP,MLP,validacion,1,0.000985998487769,147.0991668701172
2023-10-25,PEP,MLP,validacion,1,-0.0058069992479239,147.24427795410156
2023-10-26,PEP,MLP,validacion,1,-0.0111514623491787,146.39170837402344
2023-10-27,PEP,MLP,validacion,0,0.016527168001429,144.76829528808594
2023-10-30,PEP,MLP,validacion,1,0.0061433569408631,147.1807861328125
2023-10-31,PEP,MLP,validacion,0,0.0096905790741564,148.08775329589844
2023-11-01,PEP,MLP,validacion,0,0.0118180486525712,149.52978515625
2023-11-02,PEP,MLP,validacion,0,-0.0002396394526992,151.3074188232422
2023-11-03,PEP,MLP,validacion,1,-0.0005399034530343,151.2711639404297
2023-11-06,PEP,MLP,validacion,1,0.0028753510004396,151.18951416015625
2023-11-07,PEP,MLP,validacion,1,0.0012553395308977,151.62486267089844
2023-11-08,PEP,MLP,validacion,1,-0.0073753357426816,151.81532287597656
2023-11-09,PEP,MLP,validacion,1,0.004563670969673,150.6997528076172
2023-11-10,PEP,MLP,validacion,0,0.0050790854333892,151.38906860351562
2023-11-13,PEP,MLP,validacion,0,0.0020248332414031,152.15994262695312
2023-11-14,PEP,MLP,validacion,0,-0.0051287370834675,152.46835327148438
2023-11-15,PEP,MLP,validacion,0,0.0027464375879264,151.68838500976562
2023-11-16,PEP,MLP,validacion,1,-0.0056806096566917,152.10556030273438
2023-11-17,PEP,MLP,validacion,1,-0.0014402122917699,151.24395751953125
2023-11-20,PEP,MLP,validacion,1,0.0076573744760352,151.0262908935547
2023-11-21,PEP,MLP,validacion,1,0.0084268167571045,152.18719482421875
2023-11-22,PEP,MLP,validacion,0,0.0008858546964784,153.47506713867188
2023-11-24,PEP,MLP,validacion,0,-0.0062186254070862,153.611083984375
2023-11-27,PEP,MLP,validacion,1,0.0032028745549478,152.65879821777344
2023-11-28,PEP,MLP,validacion,0,-0.0101183287579701,153.14852905273438
2023-11-29,PEP,MLP,validacion,0,0.0143335122620991,151.6067352294922
2023-11-30,PEP,MLP,validacion,0,0.0023741684150151,153.79544067382812
2023-12-01,PEP,MLP,validacion,1,0.0026639476891743,154.1610107421875
2023-12-04,PEP,MLP,validacion,0,-0.0071198242691896,154.57223510742188
2023-12-05,PEP,MLP,validacion,0,-0.0025638868751021,153.47561645507812
2023-12-06,PEP,MLP,validacion,0,-0.0002982775193342,153.08262634277344
2023-12-07,PEP,MLP,validacion,0,-0.0106866146842041,153.03697204589844
2023-12-08,PEP,MLP,validacion,1,0.0128338812463546,151.4102325439453
2023-12-11,PEP,MLP,validacion,0,0.0038657685756358,153.36593627929688
2023-12-12,PEP,MLP,validacion,1,0.0207948359771482,153.9599609375
2023-12-13,PEP,MLP,validacion,0,-0.0221018447949301,157.19505310058594
2023-12-14,PEP,MLP,validacion,0,-0.0074568215498235,153.7588653564453
2023-12-15,PEP,MLP,validacion,1,0.0113720423693937,152.6165771484375
2023-12-18,PEP,MLP,validacion,0,-0.0056998292359412,154.36204528808594
2023-12-19,PEP,MLP,validacion,1,-0.013547466968422,153.48471069335938
2023-12-20,PEP,MLP,validacion,0,0.0076955714703101,151.41940307617188
2023-12-21,PEP,MLP,validacion,0,0.0042431498008938,152.5891571044922
2023-12-22,PEP,MLP,validacion,0,0.0070125722719173,153.2379913330078
2023-12-26,PEP,MLP,validacion,0,0.0031925759682963,154.3163604736328
2023-12-27,PEP,MLP,validacion,1,-5.884488091896938e-05,154.809814453125
2023-12-28,PEP,MLP,validacion,1,0.0026532487819497,154.8007049560547
2023-12-29,PEP,MLP,validacion,1,0.017914323759751,155.21197509765625
2024-01-02,PEP,MLP,validacion,0,0.0002311472357347,158.01754760742188
2024-01-03,PEP,MLP,validacion,0,-0.0085940753574724,158.0540771484375
2024-01-04,PEP,MLP,validacion,1,-0.0148648528299047,156.70156860351562
2024-01-05,PEP,MLP,validacion,1,0.0010059114315601,154.3894500732422
2024-01-08,PEP,MLP,validacion,0,-0.0115381827812074,154.54483032226562
2024-01-09,PEP,MLP,validacion,1,-0.0014966158022412,152.77191162109375
2024-01-10,PEP,MLP,validacion,1,-0.0047440137180546,152.54344177246094
2024-01-11,PEP,MLP,validacion,1,0.0068386292794058,151.8214874267578
2024-01-12,PEP,MLP,validacion,0,-0.0065978487554172,152.86329650878906
2024-01-16,PEP,MLP,validacion,1,0.0016234529311671,151.85804748535156
2024-01-17,PEP,MLP,validacion,0,0.00437639606514,152.1047821044922
2024-01-18,PEP,MLP,validacion,0,-0.0083497343564754,152.77191162109375
2024-01-19,PEP,MLP,validacion,1,-0.0040495589235718,151.50161743164062
2024-01-22,PEP,MLP,validacion,1,0.0152070568988531,150.88934326171875
2024-01-23,PEP,MLP,validacion,1,-0.0122437162867817,153.2014617919922
2024-01-24,PEP,MLP,validacion,0,0.0057802795230023,151.33714294433594
2024-01-25,PEP,MLP,validacion,0,0.0077747999694869,152.21444702148438
2024-01-26,PEP,MLP,validacion,0,0.0017262852064588,153.40249633789062
2024-01-29,PEP,MLP,validacion,1,0.0087041528000088,153.66754150390625
2024-01-30,PEP,MLP,validacion,0,-0.0064469909200693,155.01092529296875
2024-01-31,PEP,MLP,validacion,1,0.0186349898016218,154.01478576660156
2024-02-01,PEP,MLP,validacion,0,-0.0042606860522062,156.91175842285156
2024-02-02,PEP,MLP,validacion,1,-0.0002924356186324,156.24462890625
2024-02-05,PEP,MLP,validacion,0,0.0029209045754685,156.19894409179688
2024-02-06,PEP,MLP,validacion,1,0.0002917775623888,156.65585327148438
2024-02-07,PEP,MLP,validacion,0,0.013784462317193,156.70156860351562
2024-02-08,PEP,MLP,validacion,1,-0.0361949581723787,158.87657165527344
2024-02-09,PEP,MLP,validacion,1,0.0173824884398409,153.22886657714844
2024-02-12,PEP,MLP,validacion,0,-0.0101920158341104,155.9156494140625
2024-02-13,PEP,MLP,validacion,0,-0.0080854152436329,154.33462524414062
2024-02-14,PEP,MLP,validacion,0,0.0020274411380493,153.091796875
2024-02-15,PEP,MLP,validacion,1,-0.0092165648460434,153.40249633789062
2024-02-16,PEP,MLP,validacion,0,0.0139118000376219,151.99514770507812
2024-02-20,PEP,MLP,validacion,1,0.0010665847578187,154.12445068359375
2024-02-21,PEP,MLP,validacion,0,-0.0034414162600274,154.28892517089844
2024-02-22,PEP,MLP,validacion,1,0.00799200155396,153.7588653564453
2024-02-23,PEP,MLP,validacion,1,-0.0079323610334582,154.9926300048828
2024-02-26,PEP,MLP,validacion,1,-0.0005943809144066,153.76803588867188
2024-02-27,PEP,MLP,validacion,0,-0.0067424310712114,153.67666625976562
2024-02-28,PEP,MLP,validacion,1,-0.0025673500206861,152.6439971923828
2024-02-29,PEP,MLP,validacion,0,-0.004546285593178,152.2526092529297
2024-03-01,PEP,MLP,validacion,1,0.0047277679315915,151.56199645996094
2024-03-04,PEP,MLP,validacion,0,-0.020342206448868,152.28024291992188
2024-03-05,PEP,MLP,validacion,0,0.0059068202345025,149.2138214111328
2024-03-06,PEP,MLP,validacion,1,0.0006747878586924,150.09780883789062
2024-03-07,PEP,MLP,validacion,0,-0.0003679265066402,150.19912719726562
2024-03-08,PEP,MLP,validacion,0,0.01025091373461,150.1438751220703
2024-03-11,PEP,MLP,validacion,1,-0.0011541465074328,151.69090270996094
2024-03-12,PEP,MLP,validacion,1,0.0046083144302563,151.51593017578125
2024-03-13,PEP,MLP,validacion,1,-0.0031508304947239,152.2157745361328
2024-03-14,PEP,MLP,validacion,0,-0.0007284261183128,151.73692321777344
2024-03-15,PEP,MLP,validacion,0,0.0393001915774708,151.62643432617188
2024-03-18,PEP,MLP,validacion,1,0.0031481195308772,157.7040252685547
2024-03-19,PEP,MLP,validacion,0,0.0003491907869366,158.20127868652344
2024-03-20,PEP,MLP,validacion,0,0.0034269900754848,158.25653076171875
2024-03-21,PEP,MLP,validacion,0,-0.0024965066557385,158.7998046875
2024-03-22,PEP,MLP,validacion,0,0.003366207102854,158.4038543701172
2024-03-25,PEP,MLP,validacion,0,0.0007528732256611,158.93797302246094
2024-03-26,PEP,MLP,validacion,0,0.0048513158231918,159.05767822265625
2024-03-27,PEP,MLP,validacion,0,0.0082618638462858,159.83119201660156
2024-03-28,PEP,MLP,validacion,0,-0.0116668935235491,161.15716552734375
2024-04-01,PEP,MLP,validacion,1,-0.0089426532480075,159.2878875732422
2024-04-02,PEP,MLP,validacion,1,-0.0103191938878768,157.86978149414062
2024-04-03,PEP,MLP,validacion,0,-0.0001766768150557,156.2490692138672
2024-04-04,PEP,MLP,validacion,1,-0.003010838752226,156.22146606445312
2024-04-05,PEP,MLP,validacion,1,0.0025980805618473,155.75181579589844
2024-04-08,PEP,MLP,validacion,1,0.0060555558482767,156.15699768066406
2024-04-09,PEP,MLP,validacion,0,-0.0097774778090855,157.10548400878906
2024-04-10,PEP,MLP,validacion,0,-0.0034983047704152,155.57687377929688
2024-04-11,PEP,MLP,validacion,1,-0.0015455409363557,155.0335693359375
2024-04-12,PEP,MLP,validacion,0,-0.0068645929273504,154.7941436767578
2024-04-15,PEP,MLP,validacion,0,0.0032889158422699,153.7351837158203
2024-04-16,PEP,MLP,validacion,0,0.0117515643366167,154.24163818359375
2024-04-17,PEP,MLP,validacion,0,0.016328239928526,156.06491088867188
2024-04-18,PEP,MLP,validacion,0,0.0107391051271428,158.63409423828125
2024-04-19,PEP,MLP,validacion,1,0.0132920649642263,160.34686279296875
2024-04-22,PEP,MLP,validacion,1,-0.0301450036092101,162.492431640625
2024-04-23,PEP,MLP,validacion,0,0.0355141156140366,157.6671905517578
2024-04-24,PEP,MLP,validacion,0,-0.0041233045950897,163.36721801757812
2024-04-25,PEP,MLP,validacion,0,-0.006245276286447,162.6949920654297
2024-04-26,PEP,MLP,validacion,1,0.0031842425406526,161.6820831298828
2024-04-29,PEP,MLP,validacion,1,-0.0013066174019308,162.19773864746094
2024-04-30,PEP,MLP,validacion,0,-0.0043296670037061,161.98594665527344
2024-05-01,PEP,MLP,validacion,1,0.0017112048269015,161.28611755371094
2024-05-02,PEP,MLP,validacion,1,0.0039818994014936,161.56234741210938
2024-05-03,PEP,MLP,validacion,0,-0.0018750644591664,162.2069549560547
2024-05-06,PEP,MLP,validacion,1,0.0124350849473159,161.90309143066406
